Item LC 116;Descrição Item;NBS;DESCRIÇÃO NBS;PS ONEROSA? (S/N);ADQ EXTERIOR? (S/N);INDOP;Local incidência IBS;cClassTrib;nome cClassTrib;;
;;1.2003.21.10;Serviços de montagem sob encomenda de turbinas industriais;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.21.90;Serviços de instalação de maquinários, aparelhos e equipamentos industriais não classificados em itens anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.22.00;Serviços de instalação de computadores e seus periféricos e maquinário de escritório;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.23.00;Serviços de instalação de equipamentos e aparelhos de comunicação, incluindo de rádio e de televisão;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.24.00;Serviços de instalação de maquinários, equipamentos, instrumentos e aparelhos médico-hospitalares, óticos e de precisão;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.25.10;Serviços de instalação de sensores e sistemas de armas;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.25.20;Serviços de instalação de maquinários, aparelhos e equipamentos de emprego militar;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.26.10;Serviços de montagem sob encomenda de motores, turborreatores e turbopropulsores aeronáuticos;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.26.90;Serviços de instalação de maquinários e equipamentos de transporte não classificados em itens anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2003.29.00;Serviços de instalação de maquinários, aparelhos e equipamentos não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.19.00;Serviços de instalação elétrica não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0106.60.00;Serviços de instalação de elevadores, esteiras e escadas rolantes;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.07;Colocação de molduras e congêneres.;1.2606.00.00;Serviços pessoais não classificados em posições anteriores;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.08;Encadernação, gravação e douração de livros, revistas e congêneres.;1.2101.22.00;Serviços relacionados à impressão;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.09;Alfaiataria e costura, quando o material for fornecido pelo usuário final, exceto aviamento.;1.2604.00.00;Serviços de confecção de roupas e outros artigos têxteis;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2002.40.00;Serviços de manutenção de roupas e outros produtos têxteis ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.10;Tinturaria e lavanderia.;1.2601.10.00;Serviços de limpeza de têxteis, exceto quando realizados a seco;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2601.20.00;Serviços de limpeza a seco;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2601.30.00;Serviços de tinturaria;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2601.40.00;Serviços de passadoria de roupas e outros artigos têxteis;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.2601.90.00;Serviços de lavanderia não classificados em subposições anteriores;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.11;Tapeçaria e reforma de estofamentos em geral.;1.2002.40.00;Serviços de manutenção de roupas e outros produtos têxteis ;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.12;Funilaria e lanternagem.;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.13;Carpintaria e serralheria.;1.0107.50.00;Serviços de carpintaria e de serralharia;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
14.14;Guincho Intramunicipal, Guindaste E Içamento. (Redação Dada Pela Lei Complementar Nº 157, De 2016);1.0604.40.00;Serviços de reboque para veículos particulares e comerciais ;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;1.0601.90.00;Serviços de manuseio de cargas não classificados em subposições anteriores ;;;050101;;;;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
15.01;Administração De Fundos Quaisquer, De Consórcio, De Cartão De Crédito Ou Débito E Congêneres, De Carteira De Clientes, De Cheques Pré-Datados E Congêneres.;1.0901.40.00;Serviços de cartão de crédito ;S;N;100301;Domicílio principal do adquirente;010002;Operações do serviço financeiro;;
;;1.0905.21.00;Serviços de gestão e administração de carteiras de ativos, exceto fundos de pensão ;;;;;;;;
;;1.0905.22.00;Serviços de administração fundos de investimento e fundos de pensão;;;;;;;;
;;1.0905.23.00;Serviços de gestão e administração de trust;;;;;;;;
;;1.0905.40.00;Serviços relacionados à administração de mercados financeiros ;;;;;;;;
;;1.0906.40.00;Serviços de gestão de fundos de previdência complementar;;;;;;;;
15.02;Abertura De Contas Em Geral, Inclusive Conta-Corrente, Conta De Investimentos E Aplicação E Caderneta De Poupança, No País E No Exterior, Bem Como A Manutenção Das Referidas Contas Ativas E Inativas.;1.0901.21.00;Serviços de depósito para pessoas jurídicas;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.22.00;Serviços de depósito para pessoas físicas;;;;;;;;
;;1.0901.29.00;Serviços de depósito para outros depositantes;;;;;;;;
15.03;Locação E Manutenção De Cofres Particulares, De Terminais Eletrônicos, De Terminais De Atendimento E De Bens E Equipamentos Em Geral.;1.1101.90.00;Arrendamento mercantil operacional ou locação de máquinas e equipamentos, sem operador, não classificado em subposições anteriores;;;10100;local da entrega ou disponibilização;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2001.89.00;Serviços de manutenção e reparação de outros maquinários e equipamentos não classificados em subposições anteriores;;;50100;local da prestação;;;;
15.04;Fornecimento Ou Emissão De Atestados Em Geral, Inclusive Atestado De Idoneidade, Atestado De Capacidade Financeira E Congêneres.;1.1301.30.00;Serviços de documentação e certificação, exceto os serviços notariais e de registro;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.10.00;Serviços de informação cadastral e análise de crédito;;;;;;;;
15.05;Cadastro, Elaboração De Ficha Cadastral, Renovação Cadastral E Congêneres, Inclusão Ou Exclusão No Cadastro De Emitentes De Cheques Sem Fundos;1.1806.10.00;Serviços de informação cadastral e análise de crédito;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.06;"Emissão, Reemissão E Fornecimento De Avisos, Comprovantes E Documentos Em Geral; Abono De Firmas; Coleta E Entrega De Documentos, Bens E Valores; Comunicação Com Outra Agência Ou Com A Administração Central; Licenciamento Eletrônico De Veículos; Transferência De Veículos; Agenciamento Fiduciário Ou Depositário; Devolução De Bens Em Custódia.";1.1301.30.00;Serviços de documentação e certificação, exceto os serviços notariais e de registro;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0702.00.00;Serviços de coleta, transporte, remessa ou entrega de documentos ou encomendas, exceto remessas expressas;;;;;;;;
15.07;"Acesso, Movimentação, Atendimento E Consulta A Contas Em Geral, Por Qualquer Meio Ou Processo, Inclusive Por Telefone, Fac-Símile, Internet E Telex, Acesso A Terminais De Atendimento, Inclusive Vinte E Quatro Horas; Acesso A Outro Banco E A Rede Compartilhada; Fornecimento De Saldo, Extrato E Demais Informações Relativas A Contas Em Geral, Por Qualquer Meio Ou Processo.";1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.31.00;Serviços de call center ;;;;;;;;
15.08;"Emissão, Reemissão, Alteração, Cessão, Substituição, Cancelamento E Registro De Contrato De Crédito; Estudo, Análise E Avaliação De Operações De Crédito; Emissão, Concessão, Alteração Ou Contratação De Aval, Fiança, Anuência E Congêneres; Serviços Relativos A Abertura De Crédito, Para Quaisquer Fins.";1.0901.33.00;Serviços de empréstimos e financiamentos pessoais;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.34.00;Serviços de empréstimos e financiamentos comerciais ;;;;;;;;
;;1.0901.35.00;Serviços de empréstimos e financiamentos industriais;;;;;;;;
;;1.0901.36.00;Serviços de empréstimos e financiamentos agropecuários;;;;;;;;
;;1.0901.39.00;Serviços de concessão de crédito não classificados em subposições anteriores;;;;;;;;
;;1.0905.50.00;Serviços de consultoria financeira ;;;;;;;;
15.09;Arrendamento Mercantil (Leasing) De Quaisquer Bens, Inclusive Cessão De Direitos E Obrigações, Substituição De Garantia, Alteração, Cancelamento E Registro De Contrato, E Demais Serviços Relacionados Ao Arrendamento Mercantil (Leasing).;1.0901.51.11;Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de passageiros ;S;N;100301;Domicílio principal do adquirente;010002;Operações do serviço financeiro;;
;;1.0901.51.12;Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de mercadorias ;;;;;;;;
;;1.0901.51.13;Arrendamento mercantil financeiro de veículos e equipamentos ferroviários ;;;;;;;;
;;1.0901.51.14;Arrendamento mercantil financeiro de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto ;;;;;;;;
;;1.0901.51.15;Arrendamento mercantil financeiro de navios e outras embarcações;;;;;;;;
;;1.0901.51.16;Arrendamento mercantil financeiro de aeronaves;;;;;;;;
;;1.0901.51.17;Arrendamento mercantil financeiro de contêineres ;;;;;;;;
;;1.0901.51.21;Arrendamento mercantil financeiro de máquinas e equipamentos agrícolas ;;;;;;;;
;;1.0901.51.22;Arrendamento mercantil financeiro de máquinas e equipamentos de construção ;;;;;;;;
;;1.0901.51.23;Arrendamento mercantil financeiro de máquinas e equipamentos para escritórios, exceto computadores ;;;;;;;;
;;1.0901.51.24;Arrendamento mercantil financeiro de computadores;;;;;;;;
;;1.0901.51.25;Arrendamento mercantil financeiro de equipamentos de telecomunicação ;;;;;;;;
;;1.0901.51.29;Arrendamento mercantil financeiro de outras máquinas e equipamentos não classificado em subposições anteriores ;;;;;;;;
;;1.0901.52.10;Arrendamento mercantil financeiro de televisões e outros eletroeletrônicos domésticos, bem como seus acessórios ;;;;;;;;
;;1.0901.52.20;Arrendamento mercantil financeiro de mídias gravadas ;;;;;;;;
;;1.0901.52.30;Arrendamento mercantil financeiro de móveis e eletrodomésticos;;;;;;;;
;;1.0901.52.40;Arrendamento mercantil financeiro de equipamentos para diversão e lazer ;;;;;;;;
;;1.0901.52.50;Arrendamento mercantil financeiro de artigos de cama, mesa e banho;;;;;;;;
;;1.0901.52.90;Arrendamento mercantil financeiro de outras mercadorias não classificado em subposições anteriores;;;;;;;;
;;1.1101.11.00;Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de até oito passageiros, sem operador ;;;;;;;;
;;1.1101.12.00;Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de cargas, sem operador ;;;;;;;;
;;1.1101.13.00;Arrendamento mercantil operacional ou locação de veículos e equipamentos de transporte ferroviário, sem operador ;;;;;;;;
;;1.1101.14.00;Arrendamento mercantil operacional ou locação de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto, sem operador ;;;;;;;;
;;1.1101.15.00;Arrendamento mercantil operacional ou locação de navios e outras embarcações, sem tripulação ;;;;;;;;
;;1.1101.16.00;Arrendamento mercantil operacional ou locação de aeronaves, sem tripulação ;;;;;;;;
;;1.1101.17.00;Arrendamento mercantil operacional ou locação de contêineres ;;;;;;;;
;;1.1101.20.00;Arrendamento mercantil operacional ou locação de máquinas e equipamentos agrícolas, sem operador ;;;;;;;;
;;1.1101.30.00;Arrendamento mercantil operacional ou locação de máquinas e equipamentos de construção, sem operador ;;;;;;;;
;;1.1101.40.00;Arrendamento mercantil operacional ou locação de máquinas e equipamentos para escritórios, exceto computadores, sem operador ;;;;;;;;
;;1.1101.50.00;Arrendamento mercantil operacional ou locação de computadores, sem operador;;;;;;;;
;;1.1101.60.00;Arrendamento mercantil operacional ou locação de equipamentos de telecomunicação, sem operador ;;;;;;;;
;;1.1101.90.00;Arrendamento mercantil operacional ou locação de máquinas e equipamentos, sem operador, não classificado em subposições anteriores;;;;;;;;
;;1.1102.10.00;Arrendamento mercantil operacional ou locação de televisão e outros eletroeletrônicos, bem como seus acessórios ;;;;;;;;
;;1.1102.20.00;Arrendamento mercantil operacional ou locação de mídias gravadas ;;;;;;;;
;;1.1102.30.00;Arrendamento mercantil operacional ou locação de móveis e eletrodomésticos;;;;;;;;
;;1.1102.40.00;Arrendamento mercantil operacional ou locação de equipamentos para diversão e lazer ;;;;;;;;
;;1.1102.50.00;Arrendamento mercantil operacional ou locação de artigos de cama, mesa e banho;;;;;;;;
;;1.1102.60.00;Arrendamento mercantil operacional ou locação de roupas e calçados ;;;;;;;;
;;1.1102.90.00;Arrendamento mercantil operacional ou locação de outras mercadorias não classificado em subposições anteriores;;;;;;;;
15.10;"Serviços Relacionados A Cobranças, Recebimentos Ou Pagamentos Em Geral, De Títulos Quaisquer, De Contas Ou Carnês, De Câmbio, De Tributos E Por Conta De Terceiros, Inclusive Os Efetuados Por Meio Eletrônico, Automático Ou Por Máquinas De Atendimento; Fornecimento De Posição De Cobrança, Recebimento Ou Pagamento; Emissão De Carnês, Fichas De Compensação, Impressos E Documentos Em Geral.";1.1806.20.00;Serviços de cobrança ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;;;;;;;;
15.11;Devolução De Títulos, Protesto De Títulos, Sustação De Protesto, Manutenção De Títulos, Reapresentação De Títulos, E Demais Serviços A Eles Relacionados.;1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.12;Custódia Em Geral, Inclusive De Títulos E Valores Mobiliários.;1.0905.30.00;Serviços de guarda e custódia ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.13;"Serviços Relacionados A Operações De Câmbio Em Geral, Edição, Alteração, Prorrogação, Cancelamento E Baixa De Contrato De Câmbio; Emissão De Registro De Exportação Ou De Crédito; Cobrança Ou Depósito No Exterior; Emissão, Fornecimento E Cancelamento De Cheques De Viagem; Fornecimento, Transferência, Cancelamento E Demais Serviços Relativos A Carta De Crédito De Importação, Exportação E Garantias Recebidas; Envio E Recebimento De Mensagens Em Geral Relacionadas A Operações De Câmbio.";1.0905.60.00;Serviços de câmbio ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.14;Fornecimento, Emissão, Reemissão, Renovação E Manutenção De Cartão Magnético, Cartão De Crédito, Cartão De Débito, Cartão Salário E Congêneres.;1.0901.40.00;Serviços de cartão de crédito ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;;;;;;;;
15.15;"Compensação De Cheques E Títulos Quaisquer; Serviços Relacionados A Depósito, Inclusive Depósito Identificado, A Saque De Contas Quaisquer, Por Qualquer Meio Ou Processo, Inclusive Em Terminais Eletrônicos E De Atendimento.";1.0901.21.00;Serviços de depósito para pessoas jurídicas;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.22.00;Serviços de depósito para pessoas físicas;;;;;;;;
;;1.0901.29.00;Serviços de depósito para outros depositantes;;;;;;;;
;;1.0905.13.00;Serviços de compensação de transações financeiras, inclusive com ativos financeiros (clearinghouse);;;;;;;;
15.16;"Emissão, Reemissão, Liquidação, Alteração, Cancelamento E Baixa De Ordens De Pagamento, Ordens De Crédito E Similares, Por Qualquer Meio Ou Processo; Serviços Relacionados À Transferência De Valores, Dados, Fundos, Pagamentos E Similares, Inclusive Entre Contas Em Geral.";1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.17;Emissão, Fornecimento, Devolução, Sustação, Cancelamento E Oposição De Cheques Quaisquer, Avulso Ou Por Talão.;1.0901.90.00;Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
15.18;Serviços Relacionados A Crédito Imobiliário, Avaliação E Vistoria De Imóvel Ou Obra, Análise Técnica E Jurídica, Emissão, Reemissão, Alteração, Transferência E Renegociação De Contrato, Emissão E Reemissão Do Termo De Quitação E Demais Serviços Relacionados A Crédito Imobiliário.;1.0901.31.00;Serviços de financiamentos imobiliários residenciais;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0901.32.00;Serviços de financiamentos imobiliários não residenciais;;;;;;;;
;;1.1001.30.00;Serviços de avaliação de imóveis;;;;;;;;
16.01;Serviços De Transporte Coletivo Municipal Rodoviário, Metroviário, Ferroviário E Aquaviário De Passageiros. (Redação Dada Pela Lei Complementar Nº 157, De 2016);1.0401.11.19;Serviços de transporte rodoviário local regular de passageiros, exceto em áreas metropolitanas não classificados em subitens anteriores;;;60101;local da prestação;400001;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário;;
;;1.0401.16.10;Serviços de transporte ferroviário local de passageiros;;;;;200021;Serviços de transporte público coletivo de passageiros ferroviário e hidroviário;;
;;1.0401.16.20;Serviços de transporte metroviário (metrô) local de passageiros;;;;;400001;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário;;
;;1.0401.16.90;Serviços de transporte local de passageiros por veículos sobre trilhos não classificados em itens anteriores;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0401.21.10;Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para travessia;;;;;200021;Serviços de transporte público coletivo de passageiros ferroviário e hidroviário;;
;;1.0401.21.90;Serviços de transporte aquaviário local de passageiros, por navegação interior não classificados em itens anteriores;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0401.30.00;Serviços de transporte integrado local de passageiros;;;;;400001;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário;;
16.02;Outros Serviços De Transporte De Natureza Municipal. (Incluído Pela Lei Complementar Nº 157, De 2016);1.0401.21.90;Serviços de transporte aquaviário local de passageiros, por navegação interior não classificados em itens anteriores;;;60101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0401.11.11;Serviços de transporte rodoviário local prestados exclusivamente por meio de ônibus;;;;;;;;
;;1.0401.12.10;Serviços de transporte escolar;;;;;;;;
;;1.0401.12.20;Serviços de transporte para aeroportos (shuttle);;;;;;;;
;;1.0401.12.90;Serviços especiais de transporte rodoviário local regular de passageiros não classificados em itens anteriores;;;;;;;;
;;1.0401.13.00;Serviços de táxi;;;;;;;;
;;1.0401.14.00;Serviços de carro com motorista, exceto táxi;;;;;;;;
;;1.0401.15.10;Serviços de fretamento contínuo, local;;;;;;;;
;;1.0401.15.20;Serviços de fretamento eventual ou turístico, local;;;;;;;;
;;1.0401.19.00;Serviços de transporte terrestre local de passageiros não classificados em subposições anteriores;;;;;;;;
;;1.0401.21.20;Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros;;;;;;;;
;;1.0401.22.00;Serviços de transporte aquaviário local de passageiros por fretamento ;;;;;;;;
;;1.0401.29.00;Serviços de transporte aquaviário local de passageiros não classificados em subposições anteriores;;;;;;;;
;;1.0401.41.00;Serviços de táxi aéreo local;;;;;;;;
;;1.0401.42.00;Serviços de transporte aéreo local de passageiros por fretamento;;;;;;;;
;;1.0401.49.00;Serviços de transporte aéreo local de passageiros não classificados em subposições anteriores;;;;;;;;
;;1.0401.90.00;Serviços de transporte local de passageiros não classificados não classificados em subposições anteriores;;;;;;;;
;;1.0404.10.00;Locação de veículos rodoviários de passageiros com motorista;;;;;;;;
;;1.0404.20.00;Locação de embarcações de passageiros com tripulação;;;;;;;;
;;1.0404.30.00;Locação de aeronaves de passageiros com tripulação;;;;;;;;
;;1.0405.00.00;Afretamento de embarcações de passageiros por tempo;;;;;;;;
;;1.0501.11.10;Serviços de transporte rodoviário de cargas sólidas a granel;;;70100;local da prestação;;;;
;;1.0501.11.20;Serviços de transporte rodoviário de cargas líquidas, ou liquefeitas, a granel;;;;;;;;
;;1.0501.11.30;Serviços de transporte rodoviário de cargas gasosas a granel;;;;;;;;
;;1.0501.12.10;Serviços de transporte rodoviário de carga solta, não unitizada;;;;;;;;
;;1.0501.12.20;Serviços de transporte rodoviário de carga unitizada;;;;;;;;
;;1.0501.12.30;Serviços de transporte rodoviário de carga frigorificada ou climatizada;;;;;;;;
;;1.0501.13.10;Serviços de transporte rodoviário de cargas em contêineres frigorificados ou climatizados;;;;;;;;
;;1.0501.13.20;Serviços de transporte rodoviário de cargas em contêineres não frigorificados ou climatizados;;;;;;;;
;;1.0501.14.10;Serviços de transporte rodoviário de cargas vivas;;;;;;;;
;;1.0501.14.20;Serviços de transporte rodoviário de mudanças domésticas e de mobília e outros objetos de escritório;;;;;;;;
;;1.0501.14.30;Serviços de transporte rodoviário de cargas de grande porte;;;;;;;;
;;1.0501.14.40;Serviços de transporte rodoviário de veículos;;;;;;;;
;;1.0501.14.51;Serviços de transporte rodoviário de combustíveis, lubrificantes e GLP, inclusive apresentados em botijões metálicos;;;;;;;;
;;1.0501.14.52;Serviços de transporte rodoviário de produtos químicos perigosos, exceto lubrificantes e GLP;;;;;;;;
;;1.0501.14.59;Serviços de transporte rodoviário de produtos perigosos não classificados em subitens anteriores;;;;;;;;
;;1.0501.15.00;Serviços de transporte rodoviário de cargas postais e malotes;;;;;;;;
;;1.0501.19.00;Serviços de transporte rodoviário de cargas não classificados em subposições anteriores;;;;;;;;
;;1.0502.11.10;Serviços de transporte aquaviário por navegação interior de cargas sólidas, a granel;;;;;;;;
;;1.0502.11.20;Serviços de transporte aquaviário por navegação interior de cargas líquidas, ou liquefeitas, a granel;;;;;;;;
;;1.0502.11.30;Serviços de transporte aquaviário por navegação interior de cargas gasosas a granel;;;;;;;;
;;1.0502.12.10;Serviços de transporte aquaviário por navegação interior de carga solta, não unitizada;;;;;;;;
;;1.0502.12.20;Serviços de transporte aquaviário por navegação interior de carga unitizada;;;;;;;;
;;1.0502.12.30;Serviços de transporte aquaviário por navegação interior de carga frigorificada ou climatizada;;;;;;;;
;;1.0502.13.10;Serviços de transporte aquaviário por navegação interior de cargas em contêineres frigorificados ou climatizados;;;;;;;;
;;1.0502.13.20;Serviços de transporte aquaviário por navegação interior de cargas em contêineres não frigorificados ou climatizados;;;;;;;;
;;1.0502.14.10;Serviços de transporte aquaviário por navegação interior de cargas vivas;;;;;;;;
;;1.0502.14.20;Serviços de transporte aquaviário por navegação interior de mudanças domésticas e de mobília e outros objetos de escritório;;;;;;;;
;;1.0502.14.30;Serviços de transporte aquaviário por navegação interior de cargas de grande porte;;;;;;;;
;;1.0502.14.40;Serviços de transporte aquaviário por navegação interior de veículos;;;;;;;;
;;1.0502.14.51;Serviços de transporte aquaviário por navegação interior de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos;;;;;;;;
;;1.0502.14.52;Serviços de transporte aquaviário por navegação interior de produtos químicos perigosos, exceto lubrificantes e GLP;;;;;;;;
;;1.0502.14.59;Serviços de transporte aquaviário por navegação interior de produtos perigosos não classificados em subposições anteriores;;;;;;;;
;;1.0502.14.90;Serviços de transporte aquaviário por navegação interior de cargas especiais não classificados em subposições anteriores;;;;;;;;
;;1.0502.19.00;Serviços de transporte aquaviário por navegação interior de cargas não classificados em subposições anteriores;;;;;;;;
;;1.0502.21.10;Serviços de transporte aquaviário costeiro de cargas sólidas a granel;;;;;;;;
;;1.0502.21.20;Serviços de transporte aquaviário costeiro de cargas líquidas ou liquefeitas, a granel;;;;;;;;
;;1.0502.21.30;Serviços de transporte aquaviário costeiro de cargas gasosas a granel;;;;;;;;
;;1.0502.22.10;Serviços de transporte aquaviário costeiro de carga solta, não unitizada;;;;;;;;
;;1.0502.22.20;Serviços de transporte aquaviário costeiro de carga unitizada;;;;;;;;
;;1.0502.22.30;Serviços de transporte aquaviário costeiro de carga frigorificada ou climatizada;;;;;;;;
;;1.0502.23.10;Serviços de transporte aquaviário costeiro de cargas em contêineres frigorificados ou climatizados;;;;;;;;
;;1.0502.23.20;Serviços de transporte aquaviário costeiro de cargas em contêineres não classificados em subposições anteriores;;;;;;;;
;;1.0502.24.10;Serviços de transporte aquaviário costeiro de cargas vivas;;;;;;;;
;;1.0502.24.20;Serviços de transporte aquaviário costeiro de mudanças domésticas e de mobília e outros objetos de escritório;;;;;;;;
;;1.0502.24.30;Serviços de transporte aquaviário costeiro de cargas de grande porte;;;;;;;;
;;1.0502.24.40;Serviços de transporte aquaviário costeiro de veículos;;;;;;;;
;;1.0502.24.51;Serviços de transporte aquaviário costeiro de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos;;;;;;;;
;;1.0502.24.52;Serviços de transporte aquaviário costeiro de produtos químicos perigosos, exceto lubrificantes e GLP;;;;;;;;
;;1.0502.24.59;Serviços de transporte aquaviário costeiro de produtos perigosos não classificados em subposições anteriores;;;;;;;;
;;1.0502.29.00;Serviços de transportes aquaviário costeiro de cargas não classificados em subposições anteriores;;;;;;;;
;;1.0505.10.00;Locação de veículos rodoviários de carga com operador ;;;;;;;;
;;1.0505.20.00;Locação de embarcações de carga com tripulação ;;;;;;;;
;;1.0505.30.00;Locação de aeronaves de carga com tripulação;;;;;;;;
